timestamp,step,actual,predicted
2019/12/9 14:00,1,15.834831,16.332748
2019/12/9 15:00,2,13.34907,12.9881115
2019/12/9 16:00,3,9.030235,8.685356
2019/12/9 17:00,4,4.3252554,4.4512043
2019/12/9 18:00,5,1.4193808,1.2735566
2019/12/9 19:00,6,0.054527704,0.28328624
2019/12/9 20:00,7,-0.02176718,0.078465894
2019/12/9 21:00,8,-0.021651322,0.13861814
2019/12/9 22:00,9,-0.021573469,0.004538009
2019/12/9 23:00,10,-0.021464968,0.3290086
2019/12/10 0:00,11,-0.021305822,0.18134919
2019/12/10 1:00,12,-0.021546043,-0.067983076
2019/12/10 2:00,13,-0.021508135,-0.11155906
2019/12/10 3:00,14,-0.021538675,0.16976877
2019/12/10 4:00,15,-0.02169354,-0.20683858
2019/12/10 5:00,16,-0.020809688,-0.31095907
2019/12/10 6:00,17,1.21769,0.75519294
2019/12/10 7:00,18,4.3290815,3.9127195
2019/12/10 8:00,19,9.362909,8.277565
2019/12/10 9:00,20,13.351154,13.052219
2019/12/10 10:00,21,16.303743,16.422565
2019/12/10 11:00,22,18.463554,18.211828
2019/12/10 12:00,23,19.201563,18.77402
2019/12/10 13:00,24,18.274307,18.326773
