epoch,train_eval_loss,train_step_loss,test_loss
1,361.1064227451788,1884.4945603491556,
2,86.03170559785076,178.47967282147474,
3,36.07887474844389,57.578943494340066,
4,19.826531018052147,27.098067650772595,
5,11.467726422247486,15.123420854129701,
6,7.106022471857962,9.20999300200055,
7,4.718553068760399,5.927583126954629,
8,3.160584189067377,3.9059376453569796,
9,2.1973134724196988,2.6662413491889345,
10,1.5353289504892358,1.8577615655084172,
11,1.1121822853929528,1.3143254809536284,
12,0.807689549314363,0.9474950949071159,
13,0.5882824489620523,0.6979771229862607,
14,0.4453521123521517,0.5210949508517001,
15,0.3376394450734152,0.3945567446975081,
16,0.2616031846449336,0.3014265889293151,
17,0.20348497303463867,0.23278128827961397,
18,0.1597644658324039,0.1814282141590902,
19,0.12701564778739186,0.14404108084983108,
20,0.10257650730330671,0.11456943200157842,
21,0.08380587540009868,0.09216320259330418,
22,0.06798598329562729,0.07516068211393737,
23,0.0548809837358438,0.061197792796391835,
24,0.046394269976538616,0.05037013095904124,
25,0.03847152033437774,0.041946406314420585,
26,0.031806304427429544,0.034549461861311546,
27,0.026690470641174257,0.029272042739559228,
28,0.022057472108036418,0.024324531400217696,
29,0.018987497248987135,0.020738447015064422,
30,0.01613325308616682,0.017659692651211794,
31,0.014328061102532616,0.01523004443179204,
32,0.012215823614012414,0.013262917888853611,
33,0.010764589743736574,0.011622686460483032,
34,0.009729749641694546,0.010267892808701511,
35,0.009005527083585735,0.009220385205813907,
36,0.007906376534613789,0.008376594005423673,
37,0.0072893890613150375,0.007654783499597664,
38,0.006844148095577486,0.007127374345043176,
39,0.006369898124558799,0.006719561009514779,
40,0.006669128119181755,0.006419642543105382,
41,0.00602400263039195,0.006152385196478014,
42,0.005592604498373493,0.005799198881701125,
43,0.005435729301948031,0.005571208982794008,
44,0.005212761797924814,0.0054678631850251565,
45,0.005418403886060587,0.005258041793620432,
46,0.005037075863600596,0.005121944066106468,
47,0.004762355355838549,0.005024364154169362,
48,0.004672676504227315,0.004777419446429736,
49,0.004588107114291106,0.004805966688674205,
50,0.0045291634646971125,0.004733835328414057,0.009121718465096572
